ip,date,Sent,sicmp,sudp,stcp,sftp,shttp,ssmtp,Received,ricmp,rudp,rtcp,rftp,rhttp,rsmtp
0.0.0.0,1525091716,23586114,63924,252947,23269243,0,3562834,0,32581143,63784,359842,32157517,0,26445753,0
255,1525091716,0,0,0,0,0,0,0,148927,0,148927,0,0,0,0
166,1525091716,64671,0,3730,60941,0,60629,0,136361,0,2156,134205,0,133773,0
250,1525091716,243041,31892,7215,203934,0,202439,0,2322547,31892,9761,2280894,0,2275271,0
1,1525091716,31892,31892,0,0,0,0,0,31892,31892,0,0,0,0,0
190,1525091716,218611,0,229,218382,0,218342,0,912592,0,0,912592,0,912512,0
200,1525091716,43441,0,43441,0,0,0,0,102110,0,102110,0,0,0,0
50,1525091716,132605,0,229,132376,0,127672,0,107495,0,0,107495,0,96218,0
65,1525091716,24414,0,24414,0,0,0,0,0,0,0,0,0,0,0
62,1525091716,2194,0,229,1965,0,1965,0,18970,0,0,18970,0,18970,0
77,1525091716,11384,0,6574,4810,0,1514,0,4168,0,0,4168,0,4168,0
60,1525091716,3187,0,229,2958,0,2542,0,5560,0,0,5560,0,4984,0
251,1525091716,4753,0,4753,0,0,0,0,0,0,0,0,0,0,0
55,1525091716,16435,0,229,16206,0,16206,0,290760,0,0,290760,0,290760,0
58,1525091716,4246,0,221,4025,0,4025,0,8759,0,0,8759,0,8759,0
54,1525091716,229,0,229,0,0,0,0,0,0,0,0,0,0,0
63,1525091716,229,0,229,0,0,0,0,0,0,0,0,0,0,0
70,1525091716,229,0,229,0,0,0,0,0,0,0,0,0,0,0
79,1525091716,2553,0,0,2553,0,2553,0,5358,0,0,5358,0,5358,0
51,1525091716,229,0,229,0,0,0,0,0,0,0,0,0,0,0
191,1525091716,3156,0,0,3156,0,3156,0,2374,0,0,2374,0,2374,0
0.0.0.0,1525091716,23586114,63924,252947,23269243,0,3562834,0,32581143,63784,359842,32157517,0,26445753,0
255,1525091716,0,0,0,0,0,0,0,148927,0,148927,0,0,0,0
166,1525091716,64671,0,3730,60941,0,60629,0,136361,0,2156,134205,0,133773,0
250,1525091716,243041,31892,7215,203934,0,202439,0,2322547,31892,9761,2280894,0,2275271,0
1,1525091716,31892,31892,0,0,0,0,0,31892,31892,0,0,0,0,0
190,1525091716,218611,0,229,218382,0,218342,0,912592,0,0,912592,0,912512,0
200,1525091716,43441,0,43441,0,0,0,0,102110,0,102110,0,0,0,0
50,1525091716,132605,0,229,132376,0,127672,0,107495,0,0,107495,0,96218,0
65,1525091716,24414,0,24414,0,0,0,0,0,0,0,0,0,0,0
62,1525091716,2194,0,229,1965,0,1965,0,18970,0,0,18970,0,18970,0
77,1525091716,11384,0,6574,4810,0,1514,0,4168,0,0,4168,0,4168,0
60,1525091716,3187,0,229,2958,0,2542,0,5560,0,0,5560,0,4984,0
251,1525091716,4753,0,4753,0,0,0,0,0,0,0,0,0,0,0
55,1525091716,16435,0,229,16206,0,16206,0,290760,0,0,290760,0,290760,0
58,1525091716,4246,0,221,4025,0,4025,0,8759,0,0,8759,0,8759,0
54,1525091716,229,0,229,0,0,0,0,0,0,0,0,0,0,0
63,1525091716,229,0,229,0,0,0,0,0,0,0,0,0,0,0
70,1525091716,229,0,229,0,0,0,0,0,0,0,0,0,0,0
79,1525091716,2553,0,0,2553,0,2553,0,5358,0,0,5358,0,5358,0
51,1525091716,229,0,229,0,0,0,0,0,0,0,0,0,0,0
191,1525091716,3156,0,0,3156,0,3156,0,2374,0,0,2374,0,2374,0
0.0.0.0,1525092317,10979951,64936,322203,10592812,0,3561293,0,22370023,64180,578930,21726913,0,18876532,0
166,1525092317,48825,0,7385,41440,0,40972,0,49357,0,5833,43524,0,43092,0
250,1525092317,229598,31892,9804,187902,0,187369,0,9466802,31892,11364,9423546,0,9422870,0
1,1525092317,31892,31892,0,0,0,0,0,31892,31892,0,0,0,0,0
255,1525092317,0,0,0,0,0,0,0,165776,0,165776,0,0,0,0
65,1525092317,28722,0,28722,0,0,0,0,0,0,0,0,0,0,0
200,1525092317,40343,0,40343,0,0,0,0,89508,0,89508,0,0,0,0
77,1525092317,10513,0,7121,3392,0,152,0,165,0,0,165,0,165,0
60,1525092317,15065,0,7391,7674,0,7362,0,40641,0,5705,34936,0,34504,0
50,1525092317,124975,0,229,124746,0,120876,0,100880,0,0,100880,0,94260,0
190,1525092317,367932,0,229,367703,0,367703,0,2888084,0,0,2888084,0,2888084,0
251,1525092317,4524,0,4524,0,0,0,0,0,0,0,0,0,0,0
58,1525092317,4231,0,229,4002,0,4002,0,8747,0,0,8747,0,8747,0
53,1525092317,229,0,229,0,0,0,0,0,0,0,0,0,0,0
191,1525092317,104,0,0,104,0,104,0,263,0,0,263,0,263,0
55,1525092317,15471,0,229,15242,0,15242,0,32370,0,0,32370,0,32370,0
59,1525092317,3365,0,229,3136,0,3136,0,9619,0,0,9619,0,9619,0
54,1525092317,4951,0,229,4722,0,4722,0,4968,0,0,4968,0,4968,0
63,1525092317,463,0,463,0,0,0,0,0,0,0,0,0,0,0
62,1525092317,2161,0,229,1932,0,1932,0,18833,0,0,18833,0,18833,0
52,1525092317,229,0,229,0,0,0,0,0,0,0,0,0,0,0
70,1525092317,229,0,229,0,0,0,0,0,0,0,0,0,0,0
79,1525092317,250,0,250,0,0,0,0,0,0,0,0,0,0,0
0.0.0.0,1525092317,10979951,64936,322203,10592812,0,3561293,0,22370023,64180,578930,21726913,0,18876532,0
166,1525092317,48825,0,7385,41440,0,40972,0,49357,0,5833,43524,0,43092,0
250,1525092317,229598,31892,9804,187902,0,187369,0,9466802,31892,11364,9423546,0,9422870,0
1,1525092317,31892,31892,0,0,0,0,0,31892,31892,0,0,0,0,0
255,1525092317,0,0,0,0,0,0,0,165776,0,165776,0,0,0,0
65,1525092317,28722,0,28722,0,0,0,0,0,0,0,0,0,0,0
200,1525092317,40343,0,40343,0,0,0,0,89508,0,89508,0,0,0,0
77,1525092317,10513,0,7121,3392,0,152,0,165,0,0,165,0,165,0
60,1525092317,15065,0,7391,7674,0,7362,0,40641,0,5705,34936,0,34504,0
50,1525092317,124975,0,229,124746,0,120876,0,100880,0,0,100880,0,94260,0
190,1525092317,367932,0,229,367703,0,367703,0,2888084,0,0,2888084,0,2888084,0
251,1525092317,4524,0,4524,0,0,0,0,0,0,0,0,0,0,0
58,1525092317,4231,0,229,4002,0,4002,0,8747,0,0,8747,0,8747,0
53,1525092317,229,0,229,0,0,0,0,0,0,0,0,0,0,0
191,1525092317,104,0,0,104,0,104,0,263,0,0,263,0,263,0
55,1525092317,15471,0,229,15242,0,15242,0,32370,0,0,32370,0,32370,0
59,1525092317,3365,0,229,3136,0,3136,0,9619,0,0,9619,0,9619,0
54,1525092317,4951,0,229,4722,0,4722,0,4968,0,0,4968,0,4968,0
63,1525092317,463,0,463,0,0,0,0,0,0,0,0,0,0,0
62,1525092317,2161,0,229,1932,0,1932,0,18833,0,0,18833,0,18833,0
52,1525092317,229,0,229,0,0,0,0,0,0,0,0,0,0,0
70,1525092317,229,0,229,0,0,0,0,0,0,0,0,0,0,0
79,1525092317,250,0,250,0,0,0,0,0,0,0,0,0,0,0
0.0.0.0,1525092918,13465468,72856,309361,13083251,0,3058881,0,14796223,64944,640896,14090383,0,12070721,0
200,1525092918,36771,0,36771,0,0,0,0,84177,0,84177,0,0,0,0
65,1525092918,31432,0,24120,7312,0,7312,0,9731,0,0,9731,0,9731,0
255,1525092918,0,0,0,0,0,0,0,150307,0,150307,0,0,0,0
250,1525092918,55647,31864,912,22871,0,22266,0,105066,31864,760,72442,0,71705,0
1,1525092918,31864,31864,0,0,0,0,0,31864,31864,0,0,0,0,0
50,1525092918,122807,0,229,122578,0,118708,0,100894,0,0,100894,0,94194,0
166,1525092918,53742,0,229,53513,0,53097,0,80617,0,0,80617,0,80041,0
77,1525092918,12419,0,6803,5616,0,2272,0,4547,0,0,4547,0,4547,0
251,1525092918,4753,0,4753,0,0,0,0,0,0,0,0,0,0,0
190,1525092918,18679,0,229,18450,0,18450,0,138121,0,0,138121,0,138121,0
55,1525092918,9543,0,1165,8378,0,8378,0,18394,0,0,18394,0,18394,0
60,1525092918,5501,0,0,5501,0,5189,0,20767,0,0,20767,0,20335,0
69,1525092918,3374,0,0,3374,0,3374,0,8707,0,0,8707,0,8707,0
191,1525092918,4515,0,0,4515,0,4515,0,6116,0,0,6116,0,6116,0
58,1525092918,229,0,229,0,0,0,0,0,0,0,0,0,0,0
53,1525092918,229,0,229,0,0,0,0,0,0,0,0,0,0,0
59,1525092918,2501,0,229,2272,0,2272,0,4547,0,0,4547,0,4547,0
51,1525092918,5057,0,229,4828,0,4828,0,9072,0,0,9072,0,9072,0
62,1525092918,5420,0,229,5191,0,5191,0,12086,0,0,12086,0,12086,0
54,1525092918,229,0,229,0,0,0,0,0,0,0,0,0,0,0
63,1525092918,463,0,463,0,0,0,0,0,0,0,0,0,0,0
52,1525092918,229,0,229,0,0,0,0,0,0,0,0,0,0,0
70,1525092918,229,0,229,0,0,0,0,0,0,0,0,0,0,0
79,1525092918,250,0,250,0,0,0,0,0,0,0,0,0,0,0
0.0.0.0,1525092918,13465468,72856,309361,13083251,0,3058881,0,14796223,64944,640896,14090383,0,12070721,0
200,1525092918,36771,0,36771,0,0,0,0,84177,0,84177,0,0,0,0
65,1525092918,31432,0,24120,7312,0,7312,0,9731,0,0,9731,0,9731,0
255,1525092918,0,0,0,0,0,0,0,150307,0,150307,0,0,0,0
250,1525092918,55647,31864,912,22871,0,22266,0,105066,31864,760,72442,0,71705,0
1,1525092918,31864,31864,0,0,0,0,0,31864,31864,0,0,0,0,0
50,1525092918,122807,0,229,122578,0,118708,0,100894,0,0,100894,0,94194,0
166,1525092918,53742,0,229,53513,0,53097,0,80617,0,0,80617,0,80041,0
77,1525092918,12419,0,6803,5616,0,2272,0,4547,0,0,4547,0,4547,0
251,1525092918,4753,0,4753,0,0,0,0,0,0,0,0,0,0,0
190,1525092918,18679,0,229,18450,0,18450,0,138121,0,0,138121,0,138121,0
55,1525092918,9543,0,1165,8378,0,8378,0,18394,0,0,18394,0,18394,0
60,1525092918,5501,0,0,5501,0,5189,0,20767,0,0,20767,0,20335,0
69,1525092918,3374,0,0,3374,0,3374,0,8707,0,0,8707,0,8707,0
191,1525092918,4515,0,0,4515,0,4515,0,6116,0,0,6116,0,6116,0
58,1525092918,229,0,229,0,0,0,0,0,0,0,0,0,0,0
53,1525092918,229,0,229,0,0,0,0,0,0,0,0,0,0,0
59,1525092918,2501,0,229,2272,0,2272,0,4547,0,0,4547,0,4547,0
51,1525092918,5057,0,229,4828,0,4828,0,9072,0,0,9072,0,9072,0
62,1525092918,5420,0,229,5191,0,5191,0,12086,0,0,12086,0,12086,0
54,1525092918,229,0,229,0,0,0,0,0,0,0,0,0,0,0
63,1525092918,463,0,463,0,0,0,0,0,0,0,0,0,0,0
52,1525092918,229,0,229,0,0,0,0,0,0,0,0,0,0,0
70,1525092918,229,0,229,0,0,0,0,0,0,0,0,0,0,0
79,1525092918,250,0,250,0,0,0,0,0,0,0,0,0,0,0
166,1525093519,64002,0,229,63773,0,63305,0,112653,0,0,112653,0,112221,0
0.0.0.0,1525093519,26446393,64328,247982,26134083,0,3921797,0,30307333,64124,344558,29898651,0,27788872,0
200,1525093519,43153,0,38828,4325,0,4325,0,96243,0,87247,8996,0,8996,0
250,1525093519,43240,31864,6569,4807,0,4161,0,52366,31864,9437,11065,0,10276,0
1,1525093519,31864,31864,0,0,0,0,0,31864,31864,0,0,0,0,0
65,1525093519,28566,0,28566,0,0,0,0,0,0,0,0,0,0,0
255,1525093519,0,0,0,0,0,0,0,150417,0,150417,0,0,0,0
50,1525093519,189441,0,229,189212,0,142655,0,172284,0,0,172284,0,103549,0
62,1525093519,2473,0,468,2005,0,2005,0,18970,0,0,18970,0,18970,0
77,1525093519,12265,0,6574,5691,0,2395,0,4369,0,0,4369,0,4369,0
251,1525093519,4753,0,4753,0,0,0,0,0,0,0,0,0,0,0
60,1525093519,2185,0,229,1956,0,1540,0,3357,0,0,3357,0,2781,0
55,1525093519,16901,0,0,16901,0,16901,0,41205,0,0,41205,0,41205,0
58,1525093519,4150,0,0,4150,0,4150,0,8863,0,0,8863,0,8863,0
54,1525093519,2613,0,229,2384,0,2384,0,4341,0,0,4341,0,4341,0
53,1525093519,229,0,229,0,0,0,0,0,0,0,0,0,0,0
59,1525093519,229,0,229,0,0,0,0,0,0,0,0,0,0,0
79,1525093519,612,0,0,612,0,612,0,0,0,0,0,0,0,0
69,1525093519,234,0,234,0,0,0,0,0,0,0,0,0,0,0
191,1525093519,4425,0,0,4425,0,4425,0,6358,0,0,6358,0,6358,0
190,1525093519,13710,0,229,13481,0,13481,0,83249,0,0,83249,0,83249,0
63,1525093519,229,0,229,0,0,0,0,0,0,0,0,0,0,0
52,1525093519,229,0,229,0,0,0,0,0,0,0,0,0,0,0
51,1525093519,229,0,229,0,0,0,0,0,0,0,0,0,0,0
166,1525093519,64002,0,229,63773,0,63305,0,112653,0,0,112653,0,112221,0
0.0.0.0,1525093519,26446393,64328,247982,26134083,0,3921797,0,30307333,64124,344558,29898651,0,27788872,0
200,1525093519,43153,0,38828,4325,0,4325,0,96243,0,87247,8996,0,8996,0
250,1525093519,43240,31864,6569,4807,0,4161,0,52366,31864,9437,11065,0,10276,0
1,1525093519,31864,31864,0,0,0,0,0,31864,31864,0,0,0,0,0
65,1525093519,28566,0,28566,0,0,0,0,0,0,0,0,0,0,0
255,1525093519,0,0,0,0,0,0,0,150417,0,150417,0,0,0,0
50,1525093519,189441,0,229,189212,0,142655,0,172284,0,0,172284,0,103549,0
62,1525093519,2473,0,468,2005,0,2005,0,18970,0,0,18970,0,18970,0
77,1525093519,12265,0,6574,5691,0,2395,0,4369,0,0,4369,0,4369,0
251,1525093519,4753,0,4753,0,0,0,0,0,0,0,0,0,0,0
60,1525093519,2185,0,229,1956,0,1540,0,3357,0,0,3357,0,2781,0
55,1525093519,16901,0,0,16901,0,16901,0,41205,0,0,41205,0,41205,0
58,1525093519,4150,0,0,4150,0,4150,0,8863,0,0,8863,0,8863,0
54,1525093519,2613,0,229,2384,0,2384,0,4341,0,0,4341,0,4341,0
53,1525093519,229,0,229,0,0,0,0,0,0,0,0,0,0,0
59,1525093519,229,0,229,0,0,0,0,0,0,0,0,0,0,0
79,1525093519,612,0,0,612,0,612,0,0,0,0,0,0,0,0
69,1525093519,234,0,234,0,0,0,0,0,0,0,0,0,0,0
191,1525093519,4425,0,0,4425,0,4425,0,6358,0,0,6358,0,6358,0
190,1525093519,13710,0,229,13481,0,13481,0,83249,0,0,83249,0,83249,0
63,1525093519,229,0,229,0,0,0,0,0,0,0,0,0,0,0
52,1525093519,229,0,229,0,0,0,0,0,0,0,0,0,0,0
51,1525093519,229,0,229,0,0,0,0,0,0,0,0,0,0,0
0.0.0.0,1525094120,14906896,64704,255012,14587180,0,5345884,0,28646648,64464,277829,28304355,0,26140478,0
50,1525094120,146914,0,229,146685,0,142815,0,1333474,0,0,1333474,0,1326854,0
250,1525094120,47390,31836,963,14591,0,14058,0,80683,31836,897,47950,0,47274,0
1,1525094120,31836,31836,0,0,0,0,0,31836,31836,0,0,0,0,0
166,1525094120,62899,0,11115,51784,0,51472,0,71046,0,7870,63176,0,62744,0
77,1525094120,10248,0,6803,3445,0,153,0,165,0,0,165,0,165,0
200,1525094120,40987,0,40907,80,0,80,0,80749,0,80709,40,0,40,0
60,1525094120,33551,0,7393,26158,0,25846,0,85013,0,5824,79189,0,78757,0
255,1525094120,0,0,0,0,0,0,0,139139,0,139139,0,0,0,0
190,1525094120,1380,0,0,1380,0,1380,0,2467,0,0,2467,0,2467,0
70,1525094120,229,0,229,0,0,0,0,0,0,0,0,0,0,0
65,1525094120,25567,0,24042,1525,0,1525,0,4196,0,0,4196,0,4196,0
251,1525094120,4753,0,4753,0,0,0,0,0,0,0,0,0,0,0
62,1525094120,3772,0,229,3543,0,3543,0,24256,0,0,24256,0,24256,0
191,1525094120,104,0,0,104,0,104,0,263,0,0,263,0,263,0
55,1525094120,10233,0,229,10004,0,10004,0,19030,0,0,19030,0,19030,0
79,1525094120,250,0,250,0,0,0,0,0,0,0,0,0,0,0
59,1525094120,5885,0,229,5656,0,5656,0,9128,0,0,9128,0,9128,0
58,1525094120,3143,0,229,2914,0,2914,0,4547,0,0,4547,0,4547,0
54,1525094120,2272,0,0,2272,0,2272,0,4547,0,0,4547,0,4547,0
63,1525094120,234,0,234,0,0,0,0,0,0,0,0,0,0,0
0.0.0.0,1525094120,14906896,64704,255012,14587180,0,5345884,0,28646648,64464,277829,28304355,0,26140478,0
50,1525094120,146914,0,229,146685,0,142815,0,1333474,0,0,1333474,0,1326854,0
250,1525094120,47390,31836,963,14591,0,14058,0,80683,31836,897,47950,0,47274,0
1,1525094120,31836,31836,0,0,0,0,0,31836,31836,0,0,0,0,0
166,1525094120,62899,0,11115,51784,0,51472,0,71046,0,7870,63176,0,62744,0
77,1525094120,10248,0,6803,3445,0,153,0,165,0,0,165,0,165,0
200,1525094120,40987,0,40907,80,0,80,0,80749,0,80709,40,0,40,0
60,1525094120,33551,0,7393,26158,0,25846,0,85013,0,5824,79189,0,78757,0
255,1525094120,0,0,0,0,0,0,0,139139,0,139139,0,0,0,0
190,1525094120,1380,0,0,1380,0,1380,0,2467,0,0,2467,0,2467,0
70,1525094120,229,0,229,0,0,0,0,0,0,0,0,0,0,0
65,1525094120,25567,0,24042,1525,0,1525,0,4196,0,0,4196,0,4196,0
251,1525094120,4753,0,4753,0,0,0,0,0,0,0,0,0,0,0
62,1525094120,3772,0,229,3543,0,3543,0,24256,0,0,24256,0,24256,0
191,1525094120,104,0,0,104,0,104,0,263,0,0,263,0,263,0
55,1525094120,10233,0,229,10004,0,10004,0,19030,0,0,19030,0,19030,0
79,1525094120,250,0,250,0,0,0,0,0,0,0,0,0,0,0
59,1525094120,5885,0,229,5656,0,5656,0,9128,0,0,9128,0,9128,0
58,1525094120,3143,0,229,2914,0,2914,0,4547,0,0,4547,0,4547,0
54,1525094120,2272,0,0,2272,0,2272,0,4547,0,0,4547,0,4547,0
63,1525094120,234,0,234,0,0,0,0,0,0,0,0,0,0,0
50,1525094721,125860,0,0,125860,0,121990,0,101890,0,0,101890,0,95270,0
0.0.0.0,1525094721,9921809,63812,305326,9552671,0,2591784,0,9935988,63672,877180,8995136,0,7673791,0
255,1525094721,0,0,0,0,0,0,0,149313,0,149313,0,0,0,0
250,1525094721,48684,31836,5218,11630,0,10984,0,65485,31836,6143,27506,0,26717,0
1,1525094721,31836,31836,0,0,0,0,0,31836,31836,0,0,0,0,0
65,1525094721,23154,0,19032,4122,0,4122,0,4968,0,0,4968,0,4968,0
77,1525094721,14217,0,6803,7414,0,4122,0,4968,0,0,4968,0,4968,0
200,1525094721,39715,0,39715,0,0,0,0,84902,0,84902,0,0,0,0
166,1525094721,48127,0,3641,44486,0,43914,0,53435,0,2295,51140,0,50564,0
251,1525094721,4753,0,4753,0,0,0,0,0,0,0,0,0,0,0
54,1525094721,229,0,229,0,0,0,0,0,0,0,0,0,0,0
190,1525094721,53321,0,229,53092,0,53092,0,374021,0,0,374021,0,374021,0
55,1525094721,8138,0,0,8138,0,8138,0,18354,0,0,18354,0,18354,0
62,1525094721,4712,0,229,4483,0,4483,0,15861,0,0,15861,0,15861,0
60,1525094721,1043,0,229,814,0,502,0,7083,0,0,7083,0,6651,0
63,1525094721,463,0,463,0,0,0,0,0,0,0,0,0,0,0
69,1525094721,4090,0,0,4090,0,3938,0,8863,0,0,8863,0,8863,0
52,1525094721,229,0,229,0,0,0,0,0,0,0,0,0,0,0
191,1525094721,5504,0,0,5504,0,5504,0,16825,0,0,16825,0,16825,0
51,1525094721,3603,0,229,3374,0,3374,0,8707,0,0,8707,0,8707,0
79,1525094721,250,0,250,0,0,0,0,0,0,0,0,0,0,0
58,1525094721,450,0,450,0,0,0,0,0,0,0,0,0,0,0
53,1525094721,229,0,229,0,0,0,0,0,0,0,0,0,0,0
59,1525094721,229,0,229,0,0,0,0,0,0,0,0,0,0,0
50,1525094721,125860,0,0,125860,0,121990,0,101890,0,0,101890,0,95270,0
0.0.0.0,1525094721,9921809,63812,305326,9552671,0,2591784,0,9935988,63672,877180,8995136,0,7673791,0
255,1525094721,0,0,0,0,0,0,0,149313,0,149313,0,0,0,0
250,1525094721,48684,31836,5218,11630,0,10984,0,65485,31836,6143,27506,0,26717,0
1,1525094721,31836,31836,0,0,0,0,0,31836,31836,0,0,0,0,0
65,1525094721,23154,0,19032,4122,0,4122,0,4968,0,0,4968,0,4968,0
77,1525094721,14217,0,6803,7414,0,4122,0,4968,0,0,4968,0,4968,0
200,1525094721,39715,0,39715,0,0,0,0,84902,0,84902,0,0,0,0
166,1525094721,48127,0,3641,44486,0,43914,0,53435,0,2295,51140,0,50564,0
251,1525094721,4753,0,4753,0,0,0,0,0,0,0,0,0,0,0
54,1525094721,229,0,229,0,0,0,0,0,0,0,0,0,0,0
190,1525094721,53321,0,229,53092,0,53092,0,374021,0,0,374021,0,374021,0
55,1525094721,8138,0,0,8138,0,8138,0,18354,0,0,18354,0,18354,0
62,1525094721,4712,0,229,4483,0,4483,0,15861,0,0,15861,0,15861,0
60,1525094721,1043,0,229,814,0,502,0,7083,0,0,7083,0,6651,0
63,1525094721,463,0,463,0,0,0,0,0,0,0,0,0,0,0
69,1525094721,4090,0,0,4090,0,3938,0,8863,0,0,8863,0,8863,0
52,1525094721,229,0,229,0,0,0,0,0,0,0,0,0,0,0
191,1525094721,5504,0,0,5504,0,5504,0,16825,0,0,16825,0,16825,0
51,1525094721,3603,0,229,3374,0,3374,0,8707,0,0,8707,0,8707,0
79,1525094721,250,0,250,0,0,0,0,0,0,0,0,0,0,0
58,1525094721,450,0,450,0,0,0,0,0,0,0,0,0,0,0
53,1525094721,229,0,229,0,0,0,0,0,0,0,0,0,0,0
59,1525094721,229,0,229,0,0,0,0,0,0,0,0,0,0,0
0.0.0.0,1525095322,6405255,63784,215837,6125634,0,3300502,0,9609553,63672,235552,9310329,0,8329886,0
255,1525095322,0,0,0,0,0,0,0,133309,0,133309,0,0,0,0
166,1525095322,60641,0,0,60641,0,60329,0,133995,0,0,133995,0,133563,0
250,1525095322,48206,31836,5042,11328,0,10723,0,73271,31836,4657,36778,0,36041,0
1,1525095322,31836,31836,0,0,0,0,0,31836,31836,0,0,0,0,0
200,1525095322,39751,0,36034,3717,0,3717,0,78632,0,69929,8703,0,8703,0
50,1525095322,155221,0,229,154992,0,147952,0,303197,0,0,303197,0,103096,0
62,1525095322,4578,0,229,4349,0,4349,0,23311,0,0,23311,0,23311,0
251,1525095322,4831,0,4831,0,0,0,0,0,0,0,0,0,0,0
65,1525095322,23808,0,23808,0,0,0,0,0,0,0,0,0,0,0
77,1525095322,10147,0,6803,3344,0,0,0,0,0,0,0,0,0,0
60,1525095322,16070,0,3882,12188,0,11772,0,9054,0,2213,6841,0,6265,0
55,1525095322,12077,0,229,11848,0,11848,0,27019,0,0,27019,0,27019,0
58,1525095322,2727,0,229,2498,0,2498,0,4547,0,0,4547,0,4547,0
54,1525095322,1895,0,229,1666,0,1666,0,4317,0,0,4317,0,4317,0
63,1525095322,3006,0,791,2215,0,2215,0,4582,0,0,4582,0,4582,0
190,1525095322,40471,0,229,40242,0,40242,0,212906,0,0,212906,0,212906,0
52,1525095322,229,0,229,0,0,0,0,0,0,0,0,0,0,0
51,1525095322,229,0,229,0,0,0,0,0,0,0,0,0,0,0
70,1525095322,229,0,229,0,0,0,0,0,0,0,0,0,0,0
69,1525095322,2496,0,0,2496,0,2496,0,10000,0,0,10000,0,10000,0
79,1525095322,250,0,250,0,0,0,0,0,0,0,0,0,0,0
191,1525095322,4118,0,0,4118,0,4118,0,4459,0,0,4459,0,4459,0
0.0.0.0,1525095322,6405255,63784,215837,6125634,0,3300502,0,9609553,63672,235552,9310329,0,8329886,0
255,1525095322,0,0,0,0,0,0,0,133309,0,133309,0,0,0,0
166,1525095322,60641,0,0,60641,0,60329,0,133995,0,0,133995,0,133563,0
250,1525095322,48206,31836,5042,11328,0,10723,0,73271,31836,4657,36778,0,36041,0
1,1525095322,31836,31836,0,0,0,0,0,31836,31836,0,0,0,0,0
200,1525095322,39751,0,36034,3717,0,3717,0,78632,0,69929,8703,0,8703,0
50,1525095322,155221,0,229,154992,0,147952,0,303197,0,0,303197,0,103096,0
62,1525095322,4578,0,229,4349,0,4349,0,23311,0,0,23311,0,23311,0
251,1525095322,4831,0,4831,0,0,0,0,0,0,0,0,0,0,0
65,1525095322,23808,0,23808,0,0,0,0,0,0,0,0,0,0,0
77,1525095322,10147,0,6803,3344,0,0,0,0,0,0,0,0,0,0
60,1525095322,16070,0,3882,12188,0,11772,0,9054,0,2213,6841,0,6265,0
55,1525095322,12077,0,229,11848,0,11848,0,27019,0,0,27019,0,27019,0
58,1525095322,2727,0,229,2498,0,2498,0,4547,0,0,4547,0,4547,0
54,1525095322,1895,0,229,1666,0,1666,0,4317,0,0,4317,0,4317,0
63,1525095322,3006,0,791,2215,0,2215,0,4582,0,0,4582,0,4582,0
190,1525095322,40471,0,229,40242,0,40242,0,212906,0,0,212906,0,212906,0
52,1525095322,229,0,229,0,0,0,0,0,0,0,0,0,0,0
51,1525095322,229,0,229,0,0,0,0,0,0,0,0,0,0,0
70,1525095322,229,0,229,0,0,0,0,0,0,0,0,0,0,0
69,1525095322,2496,0,0,2496,0,2496,0,10000,0,0,10000,0,10000,0
79,1525095322,250,0,250,0,0,0,0,0,0,0,0,0,0,0
191,1525095322,4118,0,0,4118,0,4118,0,4459,0,0,4459,0,4459,0
0.0.0.0,1525095923,10338802,70692,285790,9982320,0,3325421,0,24185006,63864,564292,23556850,0,17268219,0
166,1525095923,49551,0,7386,42165,0,41853,0,47914,0,5756,42158,0,41726,0
255,1525095923,0,0,0,0,0,0,0,146829,0,146829,0,0,0,0
251,1525095923,4680,0,4680,0,0,0,0,0,0,0,0,0,0,0
60,1525095923,27908,0,13719,14189,0,13877,0,46027,0,9960,36067,0,35635,0
65,1525095923,24666,0,24666,0,0,0,0,0,0,0,0,0,0,0
250,1525095923,224121,31780,3392,188949,0,188416,0,9417744,31780,4760,9381204,0,9380528,0
1,1525095923,31780,31780,0,0,0,0,0,31780,31780,0,0,0,0,0
200,1525095923,34864,0,34784,80,0,80,0,77439,0,77399,40,0,40,0
50,1525095923,124784,0,229,124555,0,120685,0,106140,0,0,106140,0,99520,0
77,1525095923,10023,0,6574,3449,0,153,0,165,0,0,165,0,165,0
190,1525095923,118290,0,229,118061,0,118061,0,246298,0,0,246298,0,246298,0
53,1525095923,229,0,229,0,0,0,0,0,0,0,0,0,0,0
191,1525095923,104,0,0,104,0,104,0,263,0,0,263,0,263,0
69,1525095923,1745,0,0,1745,0,1745,0,7621,0,0,7621,0,7621,0
55,1525095923,15460,0,229,15231,0,15231,0,28235,0,0,28235,0,28235,0
59,1525095923,1895,0,229,1666,0,1666,0,4317,0,0,4317,0,4317,0
54,1525095923,5042,0,0,5042,0,5042,0,4968,0,0,4968,0,4968,0
63,1525095923,463,0,463,0,0,0,0,0,0,0,0,0,0,0
62,1525095923,2201,0,229,1972,0,1972,0,18963,0,0,18963,0,18963,0
52,1525095923,229,0,229,0,0,0,0,0,0,0,0,0,0,0
51,1525095923,229,0,229,0,0,0,0,0,0,0,0,0,0,0
58,1525095923,3983,0,229,3754,0,3754,0,4547,0,0,4547,0,4547,0
70,1525095923,229,0,229,0,0,0,0,0,0,0,0,0,0,0
79,1525095923,250,0,250,0,0,0,0,0,0,0,0,0,0,0
0.0.0.0,1525095923,10338802,70692,285790,9982320,0,3325421,0,24185006,63864,564292,23556850,0,17268219,0
